timestamp,trade_id,timestamp,pnl,fee_paid,balance,equity,qty,price,psize,pprice,type,pcost,wallet_exposure,mins_since_prev_fill
1710749400000.0,490,1710749400000.0,0.0,-0.008036280000000002,9999.99196372,10000.01086372,63.0,0.6378,63.0,0.6378,long_ientry_normal,40.181400000000004,0.004018143229092407,
1710761460000.0,691,1710761460000.0,0.49139999999999484,-0.008134559999999999,10000.475229160002,10000.475229160002,-63.0,0.6456,0.0,0.6378,long_nclose,0.0,0.0,201.0
1710767880000.0,798,1710767880000.0,0.0,-0.00806656,10000.467162600002,10000.486362600002,64.0,0.6302,64.0,0.6302,long_ientry_normal,40.3328,0.004033091589044722,107.0
1710772260000.0,871,1710772260000.0,0.0,-0.023519740000000004,10000.443642860002,9999.541142860002,191.0,0.6157,255.0,0.6193392156862745,long_rentry,157.9315,0.015792449379259096,73.0
1710781440000.0,1024,1710781440000.0,0.0,-0.09197446,10000.351668400002,9996.719868400003,761.0,0.6043,1016.0,0.6080746062992126,long_rentry,617.8038,0.061778207455662905,153.0
1710795900000.0,1265,1710795900000.0,2.7233320866141666,-0.049069020000000005,10003.025931466616,10007.298899380003,-399.0,0.6149,617.0,0.6080746062992126,long_nclose,375.1820320866142,0.03750685389172095,241.0
1710795960000.0,1266,1710795960000.0,4.581467913385844,-0.07595270000000001,10007.531446680003,10007.531446680003,-617.0,0.6155,0.0,0.6080746062992126,long_nclose,0.0,0.0,1.0
1710809100000.0,1485,1710809100000.0,0.0,-0.00802824,10007.523418440003,10007.589418440004,66.0,0.6082,66.0,0.6082,long_ientry_normal,40.1412,0.004011102279914255,219.0
1710810540000.0,1509,1710810540000.0,0.0,-0.02341148,10007.500006960003,10006.418206960003,197.0,0.5942,263.0,0.5977133079847908,long_rentry,157.1986,0.015708078929869772,24.0
1710811740000.0,1529,1710811740000.0,0.0,-0.09156240000000002,10007.408444560002,10006.735444560001,785.0,0.5832,1048.0,0.586842175572519,long_rentry,615.0106,0.061455531010560276,20.0
1710814020000.0,1567,1710814020000.0,2.675592366412242,-0.04842144,10010.035615486413,10014.424623120001,-408.0,0.5934,640.0,0.586842175572519,long_nclose,375.5789923664122,0.03752024536110123,38.0
1710814080000.0,1568,1710814080000.0,4.581007633587788,-0.076032,10014.54059112,10014.54059112,-640.0,0.594,0.0,0.586842175572519,long_nclose,0.0,0.0,1.0
1710816600000.0,1610,1710816600000.0,0.0,-0.00804984,10014.53254128,10014.47134128,68.0,0.5919,68.0,0.5919,long_ientry_normal,40.2492,0.004019079256479762,42.0
1710819600000.0,1660,1710819600000.0,0.0,-0.023478980000000003,10014.5090623,10013.4487623,203.0,0.5783,271.0,0.5817125461254612,long_rentry,157.64409999999998,0.01574157045735344,50.0
1710820140000.0,1669,1710820140000.0,1.9207000000000138,-0.03191296,10016.39784934,10016.39784934,-271.0,0.5888,0.0,0.5817125461254612,long_nclose,0.0,0.0,9.0
1710821940000.0,1699,1710821940000.0,0.0,-0.008090940000000001,10016.3897584,10016.3897584,69.0,0.5863,69.0,0.5863,long_ientry_normal,40.4547,0.0040388504217373986,30.0
1710822600000.0,1710,1710822600000.0,0.4967999999999989,-0.008190300000000001,10016.878368100002,10016.878368100002,-69.0,0.5935,0.0,0.5863,long_nclose,0.0,0.0,11.0
1710823320000.0,1722,1710823320000.0,0.0,-0.00808404,10016.870284060002,10016.863384060001,69.0,0.5858,69.0,0.5858,long_ientry_normal,40.4202,0.0040352124819187565,12.0
1710830580000.0,1843,1710830580000.0,0.0,-0.02358288,10016.846701180002,10015.867101180002,206.0,0.5724,275.0,0.5757621818181818,long_rentry,158.3346,0.015806830704651584,121.0
1710832320000.0,1872,1710832320000.0,0.0,-0.0921352,10016.754565980002,10012.038965980002,820.0,0.5618,1095.0,0.5653064840182648,long_rentry,619.0106,0.061797520935808044,29.0
1710833940000.0,1899,1710833940000.0,2.74921187214614,-0.0491662,10019.454611652147,10024.504299780001,-430.0,0.5717,665.0,0.5653064840182648,long_nclose,375.92881187214607,0.03751988770276566,27.0
1710833940000.0,1899,1710833940000.0,4.584188127853952,-0.0761026,10023.96269718,10023.96269718,-665.0,0.5722,0.0,0.5653064840182648,long_nclose,0.0,0.0,0.0
1710836340000.0,1939,1710836340000.0,0.0,-0.00806986,10023.954627320001,10023.954627320001,71.0,0.5683,71.0,0.5683,long_ientry_normal,40.3493,0.004025287573631782,40.0
1710838440000.0,1974,1710838440000.0,0.0,-0.02354472,10023.931082600002,10022.781682600002,212.0,0.5553,283.0,0.5585614840989399,long_rentry,158.0729,0.015769551755437563,35.0
1710839820000.0,1997,1710839820000.0,1.9353000000000096,-0.032001640000000005,10025.834380960001,10025.834380960001,-283.0,0.5654,0.0,0.5585614840989399,long_nclose,0.0,0.0,23.0
1710839940000.0,1999,1710839940000.0,0.0,-0.0080712,10025.826309760001,10025.819109760001,72.0,0.5605,72.0,0.5605,long_ientry_normal,40.356,0.004025204382477083,2.0
1710840780000.0,2013,1710840780000.0,0.48960000000000203,-0.008169120000000002,10026.307740640003,10026.307740640003,-72.0,0.5673,0.0,0.5605,long_nclose,0.0,0.0,14.0
1710841140000.0,2019,1710841140000.0,0.0,-0.00806112,10026.299679520003,10026.357279520003,72.0,0.5598,72.0,0.5598,long_ientry_normal,40.3056,0.0040199875615456945,6.0
1710841680000.0,2028,1710841680000.0,0.48960000000000203,-0.008159040000000001,10026.781120480004,10026.781120480004,-72.0,0.5666,0.0,0.5598,long_nclose,0.0,0.0,9.0
1710843420000.0,2057,1710843420000.0,0.0,-0.00806112,10026.773059360004,10026.636259360004,72.0,0.5598,72.0,0.5598,long_ientry_normal,40.3056,0.004019797771564668,29.0
1710845460000.0,2091,1710845460000.0,0.48960000000000203,-0.008159040000000001,10027.254500320005,10027.254500320005,-72.0,0.5666,0.0,0.5598,long_nclose,0.0,0.0,34.0
1710846540000.0,2109,1710846540000.0,0.0,-0.008135120000000001,10027.246365200004,10027.239065200005,73.0,0.5572,73.0,0.5572,long_ientry_normal,40.6756,0.004056507491544882,18.0
1710847980000.0,2133,1710847980000.0,0.49639999999999396,-0.0082344,10027.734530800004,10027.734530800004,-73.0,0.564,0.0,0.5572,long_nclose,0.0,0.0,24.0
1710879780000.0,2663,1710879780000.0,0.0,-0.008125440000000001,10027.726405360005,10027.788505360004,69.0,0.5888,69.0,0.5888,long_ientry_normal,40.6272,0.004051486683789459,530.0
1710886800000.0,2780,1710886800000.0,0.0,-0.023702360000000002,10027.702703000004,10026.991203000005,206.0,0.5753,275.0,0.5786872727272727,long_rentry,159.139,0.01586993598767045,117.0
1710889380000.0,2823,1710889380000.0,0.0,-0.09259440000000001,10027.610108600005,10024.393108600005,820.0,0.5646,1095.0,0.568137899543379,long_rentry,622.111,0.06203980741796665,43.0
1710894240000.0,2904,1710894240000.0,2.754789497716893,-0.0497517,10030.315146397721,10034.791656900004,-433.0,0.5745,662.0,0.568137899543379,long_nclose,376.1072894977169,0.03749705607533097,81.0
1710894300000.0,2905,1710894300000.0,4.6089105022830585,-0.07614324,10034.847913660005,10034.847913660005,-662.0,0.5751,0.0,0.568137899543379,long_nclose,0.0,0.0,1.0
1710897720000.0,2962,1710897720000.0,0.0,-0.0080514,10034.839862260005,10034.804362260005,71.0,0.567,71.0,0.567,long_ientry_normal,40.257,0.0040117232115883,57.0
1710900660000.0,3011,1710900660000.0,0.4899000000000012,-0.00814938,10035.321612880005,10035.321612880005,-71.0,0.5739,0.0,0.567,long_nclose,0.0,0.0,49.0
1710906960000.0,3116,1710906960000.0,0.0,-0.0081011,10035.313511780005,10035.455511780005,71.0,0.5705,71.0,0.5705,long_ientry_normal,40.5055,0.004036296419882887,105.0
1710909240000.0,3154,1710909240000.0,0.0,-0.023633760000000004,10035.289878020005,10034.529578020005,212.0,0.5574,283.0,0.5606865724381626,long_rentry,158.67430000000002,0.015811630947257398,38.0
1710912180000.0,3203,1710912180000.0,0.0,-0.09233360000000002,10035.197544420005,10031.887744420004,844.0,0.547,1127.0,0.5504368234250222,long_rentry,620.3423,0.06181665056956817,49.0
1710913980000.0,3233,1710913980000.0,2.7302872227151567,-0.049314760000000006,10037.878516882722,10042.299329660007,-443.0,0.5566,684.0,0.5504368234250222,long_nclose,376.4987872227152,0.03750780472083631,30.0
1710914100000.0,3235,1710914100000.0,4.626012777284832,-0.07622496000000001,10042.428304700008,10042.428304700008,-684.0,0.5572,0.0,0.5504368234250222,long_nclose,0.0,0.0,2.0
1710951660000.0,3861,1710951660000.0,0.0,-0.008055280000000001,10042.420249420009,10042.37264942001,68.0,0.5923,68.0,0.5923,long_ientry_normal,40.2764,0.004010626820992293,626.0
1710952080000.0,3868,1710952080000.0,0.0,-0.02349522,10042.396754200008,10041.363554200008,203.0,0.5787,271.0,0.5821125461254613,long_rentry,157.7525,0.015708650420929,7.0
1710953160000.0,3886,1710953160000.0,1.9206999999999836,-0.03193464,10044.28551956001,10044.28551956001,-271.0,0.5892,0.0,0.5821125461254613,long_nclose,0.0,0.0,18.0
1710953340000.0,3889,1710953340000.0,0.0,-0.00811854,10044.27740102001,10044.22910102001,69.0,0.5883,69.0,0.5883,long_ientry_normal,40.5927,0.0040413758381342355,3.0
1710954420000.0,3907,1710954420000.0,0.4967999999999989,-0.0082179,10044.76598312001,10044.76598312001,-69.0,0.5955,0.0,0.5883,long_nclose,0.0,0.0,18.0
1710993240000.0,4554,1710993240000.0,0.0,-0.00815488,10044.75782824001,10044.84742824001,64.0,0.6371,64.0,0.6371,long_ientry_normal,40.7744,0.004059271581975439,647.0
1710993660000.0,4561,1710993660000.0,0.49920000000000186,-0.00825472,10045.24877352001,10045.24877352001,-64.0,0.6449,0.0,0.6371,long_nclose,0.0,0.0,7.0
1710997620000.0,4627,1710997620000.0,0.0,-0.008142080000000001,10045.24063144001,10045.24703144001,64.0,0.6361,64.0,0.6361,long_ientry_normal,40.7104,0.004052705305294818,66.0
1711000620000.0,4677,1711000620000.0,0.49920000000000186,-0.008241920000000002,10045.73158952001,10045.73158952001,-64.0,0.6439,0.0,0.6361,long_nclose,0.0,0.0,50.0
1711035420000.0,5257,1711035420000.0,0.0,-0.008135680000000001,10045.72345384001,10045.83865384001,64.0,0.6356,64.0,0.6356,long_ientry_normal,40.6784,0.004049325087129544,580.0
1711037640000.0,5294,1711037640000.0,0.49919999999999476,-0.00823552,10046.21441832001,10046.21441832001,-64.0,0.6434,0.0,0.6356,long_nclose,0.0,0.0,37.0
1711044360000.0,5406,1711044360000.0,0.0,-0.00816,10046.206258320011,10046.219058320012,64.0,0.6375,64.0,0.6375,long_ientry_normal,40.8,0.004061234554706706,112.0
1711052040000.0,5534,1711052040000.0,0.49920000000000186,-0.008259840000000001,10046.697198480011,10046.697198480011,-64.0,0.6453,0.0,0.6375,long_nclose,0.0,0.0,128.0
1711067700000.0,5795,1711067700000.0,0.0,-0.00807296,10046.689125520012,10046.669925520011,64.0,0.6307,64.0,0.6307,long_ientry_normal,40.3648,0.0040177216091486,261.0
1711077540000.0,5959,1711077540000.0,0.49279999999999546,-0.00817152,10047.173754000012,10047.173754000012,-64.0,0.6384,0.0,0.6307,long_nclose,0.0,0.0,164.0
1711102500000.0,6375,1711102500000.0,0.0,-0.00816732,10047.165586680012,10047.203386680012,63.0,0.6482,63.0,0.6482,long_ientry_normal,40.8366,0.004064489596363272,416.0
1711111380000.0,6523,1711111380000.0,0.49770000000000114,-0.008266860000000001,10047.655019820011,10047.655019820011,-63.0,0.6561,0.0,0.6482,long_nclose,0.0,0.0,148.0
1711113180000.0,6553,1711113180000.0,0.0,-0.008105580000000001,10047.646914240011,10047.69101424001,63.0,0.6433,63.0,0.6433,long_ientry_normal,40.5279,0.004033571277525875,30.0
1711116600000.0,6610,1711116600000.0,0.0,-0.0236316,10047.623282640012,10046.640682640013,188.0,0.6285,251.0,0.6322147410358565,long_rentry,158.68589999999998,0.01579337675549329,57.0
1711119960000.0,6666,1711119960000.0,1.9290000000000225,-0.03212298,10049.520159660013,10049.520159660013,-251.0,0.6399,0.0,0.6322147410358565,long_nclose,0.0,0.0,56.0
1711124400000.0,6740,1711124400000.0,0.0,-0.0081408,10049.512018860012,10049.512018860012,64.0,0.636,64.0,0.636,long_ientry_normal,40.704,0.004050345919643703,74.0
1711128120000.0,6802,1711128120000.0,0.49920000000000186,-0.00824064,10050.002978220013,10050.002978220013,-64.0,0.6438,0.0,0.636,long_nclose,0.0,0.0,62.0
1711142400000.0,7040,1711142400000.0,0.0,-0.00815744,10049.994820780013,10049.809220780013,64.0,0.6373,64.0,0.6373,long_ientry_normal,40.7872,0.004058429952189206,238.0
1711147620000.0,7127,1711147620000.0,0.49920000000000186,-0.00825728,10050.485763500013,10050.485763500013,-64.0,0.6451,0.0,0.6373,long_nclose,0.0,0.0,87.0
1711164780000.0,7413,1711164780000.0,0.0,-0.00812448,10050.477639020013,10050.597339020012,63.0,0.6448,63.0,0.6448,long_ientry_normal,40.6224,0.004041837757271101,286.0
1711165980000.0,7433,1711165980000.0,0.49769999999999415,-0.008224019999999999,10050.967115000012,10050.967115000012,-63.0,0.6527,0.0,0.6448,long_nclose,0.0,0.0,20.0
1711236960000.0,8616,1711236960000.0,0.0,-0.008064,10050.959051000013,10050.935051000013,60.0,0.672,60.0,0.672,long_ientry_normal,40.32,0.004011557483759562,1183.0
1711239960000.0,8666,1711239960000.0,0.4919999999999991,-0.008162400000000002,10051.442888600013,10051.442888600013,-60.0,0.6802,0.0,0.672,long_nclose,0.0,0.0,50.0
1711249500000.0,8825,1711249500000.0,0.0,-0.008113000000000002,10051.434775600013,10051.428675600013,61.0,0.665,61.0,0.665,long_ientry_normal,40.565000000000005,0.004035742250297646,159.0
1711271760000.0,9196,1711271760000.0,0.49409999999999976,-0.00821182,10051.920663780013,10051.920663780013,-61.0,0.6731,0.0,0.665,long_nclose,0.0,0.0,371.0
1711299960000.0,9666,1711299960000.0,0.0,-0.00807274,10051.912591040013,10051.900391040013,61.0,0.6617,61.0,0.6617,long_ientry_normal,40.363699999999994,0.004015524372543693,470.0
1711303440000.0,9724,1711303440000.0,0.49409999999999976,-0.00817156,10052.398519480012,10052.398519480012,-61.0,0.6698,0.0,0.6617,long_nclose,0.0,0.0,58.0
1711402020000.0,11367,1711402020000.0,0.0,-0.00813728,10052.390382200012,10052.408082200012,59.0,0.6896,59.0,0.6896,long_ientry_normal,40.6864,0.00404743533160474,1643.0
1711402380000.0,11373,1711402380000.0,0.4955999999999978,-0.0082364,10052.877745800011,10052.877745800011,-59.0,0.698,0.0,0.6896,long_nclose,0.0,0.0,6.0
1711460160000.0,12336,1711460160000.0,0.0,-0.00815248,10052.86959332001,10052.898593320011,58.0,0.7028,58.0,0.7028,long_ientry_normal,40.7624,0.004054802424482462,963.0
1711463520000.0,12392,1711463520000.0,0.0,-0.02375982,10052.84583350001,10051.93513350001,173.0,0.6867,231.0,0.6907424242424243,long_rentry,159.5615,0.01587227165747223,56.0
1711464420000.0,12407,1711464420000.0,1.953700000000004,-0.032303040000000005,10054.767230460011,10054.767230460011,-231.0,0.6992,0.0,0.6907424242424243,long_nclose,0.0,0.0,15.0
1711465620000.0,12427,1711465620000.0,0.0,-0.008063160000000002,10054.759167300012,10054.793967300011,58.0,0.6951,58.0,0.6951,long_ientry_normal,40.3158,0.004009623634856879,20.0
1711468860000.0,12481,1711468860000.0,0.4929999999999972,-0.00816176,10055.244005540011,10055.244005540011,-58.0,0.7036,0.0,0.6951,long_nclose,0.0,0.0,54.0
1711510920000.0,13182,1711510920000.0,0.0,-0.008147580000000001,10055.235857960011,10055.241557960011,57.0,0.7147,57.0,0.7147,long_ientry_normal,40.7379,0.004051411679990651,701.0
1711524300000.0,13405,1711524300000.0,0.0,-0.0237422,10055.212115760012,10054.254615760012,170.0,0.6983,227.0,0.7024180616740088,long_rentry,159.44889999999998,0.015857338280322115,223.0
1711530300000.0,13505,1711530300000.0,0.0,-0.09278962,10055.119326140013,10051.143126140014,677.0,0.6853,904.0,0.6895984513274336,long_rentry,623.3969999999999,0.06199797135966076,100.0
1711531680000.0,13528,1711531680000.0,2.7494528761062225,-0.04978722000000001,10057.818991796119,10061.812938920013,-357.0,0.6973,547.0,0.6895984513274336,long_nclose,377.2103528761062,0.03750418984312465,23.0
1711532280000.0,13538,1711532280000.0,4.595647123893806,-0.0763612,10062.338277720013,10062.338277720013,-547.0,0.698,0.0,0.6895984513274336,long_nclose,0.0,0.0,10.0
1711546980000.0,13783,1711546980000.0,0.0,-0.00807592,10062.330201800014,10062.446201800014,58.0,0.6962,58.0,0.6962,long_ientry_normal,40.3796,0.0040129472190026765,245.0
1711548660000.0,13811,1711548660000.0,0.0,-0.02353492,10062.306666880015,10060.962866880014,173.0,0.6802,231.0,0.684217316017316,long_rentry,158.05419999999998,0.0157075514822296,28.0
1711549380000.0,13823,1711549380000.0,1.936400000000015,-0.031998120000000005,10064.211068760016,10064.211068760016,-231.0,0.6926,0.0,0.684217316017316,long_nclose,0.0,0.0,12.0
1711549440000.0,13824,1711549440000.0,0.0,-0.008150260000000001,10064.202918500016,10064.179318500015,59.0,0.6907,59.0,0.6907,long_ientry_normal,40.7513,0.004049133381948308,1.0
1711589520000.0,14492,1711589520000.0,0.0,-0.023756480000000003,10064.179162020015,10063.317462020015,176.0,0.6749,235.0,0.6788668085106383,long_rentry,159.5337,0.015851635531494202,668.0
1711607100000.0,14785,1711607100000.0,1.9348000000000103,-0.0322937,10066.081668320016,10066.081668320016,-235.0,0.6871,0.0,0.6788668085106383,long_nclose,0.0,0.0,293.0
1711629300000.0,15155,1711629300000.0,0.0,-0.008090080000000001,10066.073578240015,10066.085378240015,59.0,0.6856,59.0,0.6856,long_ientry_normal,40.4504,0.004018488409169018,370.0
1711632840000.0,15214,1711632840000.0,0.4955999999999978,-0.0081892,10066.560989040016,10066.560989040016,-59.0,0.694,0.0,0.6856,long_nclose,0.0,0.0,59.0
1711678320000.0,15972,1711678320000.0,0.0,-0.00810188,10066.552887160016,10066.564687160017,59.0,0.6866,59.0,0.6866,long_ientry_normal,40.5094,0.00402415806623041,758.0
1711681800000.0,16030,1711681800000.0,0.4955999999999978,-0.008201,10067.040286160016,10067.040286160016,-59.0,0.695,0.0,0.6866,long_nclose,0.0,0.0,58.0
1711698420000.0,16307,1711698420000.0,0.0,-0.00815262,10067.032133540017,10066.949533540017,59.0,0.6909,59.0,0.6909,long_ientry_normal,40.763099999999994,0.00404916756589967,277.0
1711700700000.0,16345,1711700700000.0,0.49560000000000437,-0.00825174,10067.519481800016,10067.519481800016,-59.0,0.6993,0.0,0.6909,long_nclose,0.0,0.0,38.0
1711726080000.0,16768,1711726080000.0,0.0,-0.0081374,10067.511344400016,10067.575144400016,58.0,0.7015,58.0,0.7015,long_ientry_normal,40.687,0.0040414158582132475,423.0
1711728960000.0,16816,1711728960000.0,0.4987999999999966,-0.00823716,10068.001907240015,10068.001907240015,-58.0,0.7101,0.0,0.7015,long_nclose,0.0,0.0,48.0
1711780740000.0,17679,1711780740000.0,0.0,-0.00811768,10067.993789560016,10068.011189560017,58.0,0.6998,58.0,0.6998,long_ientry_normal,40.5884,0.004031428787936684,863.0
1711813320000.0,18222,1711813320000.0,0.49300000000000366,-0.008216280000000001,10068.478573280016,10068.478573280016,-58.0,0.7083,0.0,0.6998,long_nclose,0.0,0.0,543.0
1711835400000.0,18590,1711835400000.0,0.0,-0.00807592,10068.470497360016,10068.412497360016,58.0,0.6962,58.0,0.6962,long_ientry_normal,40.3796,0.004010499907665981,368.0
1711864200000.0,19070,1711864200000.0,0.4929999999999972,-0.00817452,10068.955322840016,10068.955322840016,-58.0,0.7047,0.0,0.6962,long_nclose,0.0,0.0,480.0
1711945500000.0,20425,1711945500000.0,0.0,-0.0081892,10068.947133640017,10068.947133640017,59.0,0.694,59.0,0.694,long_ientry_normal,40.946,0.004066562219122273,1355.0
1711950360000.0,20506,1711950360000.0,0.0,-0.02386912,10068.923264520017,10067.820664520017,176.0,0.6781,235.0,0.6820919148936171,long_rentry,160.29160000000002,0.01591943803612263,81.0
1711950480000.0,20508,1711950480000.0,0.0,-0.0933031,10068.829961420017,10064.930861420016,701.0,0.6655,936.0,0.6696657051282051,long_rentry,626.8071,0.062252228153786476,2.0
1711950600000.0,20510,1711950600000.0,0.0,-0.4788289000000001,10068.351132520016,10072.306132520016,3685.0,0.6497,4621.0,0.6537441246483445,long_rentry,3020.9516,0.3000443230711883,2.0
1711950660000.0,20511,1711950660000.0,1.987128327201901,-0.075578,10070.262682847218,10104.475154520016,-575.0,0.6572,4046.0,0.6537441246483445,long_nclose,2645.048728327202,0.2626593577179015,1.0
1711950660000.0,20511,1711950660000.0,2.344295953256893,-0.07604168000000001,10072.530937120475,10101.855912840016,-578.0,0.6578,3468.0,0.6537441246483445,long_nclose,2267.1846242804586,0.2250858933503161,0.0
1711950660000.0,20511,1711950660000.0,2.7488959532568487,-0.0761226,10075.203710473732,10099.641190240016,-578.0,0.6585,2890.0,0.6537441246483445,long_nclose,1889.3205202337156,0.1875218183697529,0.0
1711950660000.0,20511,1711950660000.0,3.0956959532568744,-0.07619196,10078.223214466989,10097.773198280016,-578.0,0.6591,2312.0,0.6537441246483445,long_nclose,1511.4564161869725,0.149972508449438,0.0
1711950660000.0,20511,1711950660000.0,3.5002959532568942,-0.07627288000000002,10081.647237540246,10096.309725400017,-578.0,0.6598,1734.0,0.6537441246483445,long_nclose,1133.5923121402293,0.11244118004041638,0.0
1711950660000.0,20511,1711950660000.0,3.847095953256856,-0.07634224,10085.417991253504,10095.192983160017,-578.0,0.6604,1156.0,0.6537441246483445,long_nclose,755.7282080934863,0.0749327602236105,0.0
1711950660000.0,20511,1711950660000.0,4.251695953256876,-0.07642316,10089.59326404676,10094.480760000017,-578.0,0.6611,578.0,0.6537441246483445,long_nclose,377.86410404674314,0.03745087578438107,0.0
1711950660000.0,20511,1711950660000.0,4.598495953256838,-0.07649252,10094.115267480016,10094.115267480016,-578.0,0.6617,0.0,0.6537441246483445,long_nclose,0.0,0.0,0.0
1711950720000.0,20512,1711950720000.0,0.0,-0.008211280000000001,10094.107056200017,10093.840456200016,62.0,0.6622,62.0,0.6622,long_ientry_normal,41.056400000000004,0.004067363241881042,1.0
1711951860000.0,20531,1711951860000.0,0.5021999999999998,-0.00831172,10094.600944480018,10094.600944480018,-62.0,0.6703,0.0,0.6622,long_nclose,0.0,0.0,19.0
1711951920000.0,20532,1711951920000.0,0.0,-0.008184980000000001,10094.592759500018,10094.440259500017,61.0,0.6709,61.0,0.6709,long_ientry_normal,40.9249,0.0040541407637752986,1.0
1711982700000.0,21045,1711982700000.0,0.0,-0.023860199999999998,10094.568899300017,10094.115499300016,182.0,0.6555,243.0,0.6593658436213992,long_rentry,160.2259,0.01587248565028968,513.0
1711984320000.0,21072,1711984320000.0,0.0,-0.0932785,10094.475620800016,10091.442820800015,725.0,0.6433,968.0,0.6473330578512397,long_rentry,626.6184000000001,0.062075379003227384,27.0
1711985340000.0,21089,1711985340000.0,2.783238842975166,-0.05014236,10097.208717282992,10101.225878440016,-383.0,0.6546,585.0,0.6473330578512397,long_nclose,378.68983884297523,0.037504408341563426,17.0
1711999440000.0,21324,1711999440000.0,4.602161157024758,-0.07665840000000002,10101.734220040018,10101.734220040018,-585.0,0.6552,0.0,0.6473330578512397,long_nclose,0.0,0.0,235.0
1712018400000.0,21640,1712018400000.0,0.0,-0.008198819999999999,10101.726021220018,10101.694521220019,63.0,0.6507,63.0,0.6507,long_ientry_normal,40.994099999999996,0.004058128275691346,316.0
1712025360000.0,21756,1712025360000.0,0.0,-0.02390608,10101.702115140019,10100.587715140018,188.0,0.6358,251.0,0.6395398406374502,long_rentry,160.5245,0.01589083682832148,116.0
1712025420000.0,21757,1712025420000.0,0.0,-0.0934752,10101.60863994002,10101.30813994002,749.0,0.624,1000.0,0.6279005,long_rentry,627.9005,0.06215846627807275,1.0
1712040360000.0,22006,1712040360000.0,2.7718020000000188,-0.05028408,10104.330157860019,10108.19545586002,-396.0,0.6349,604.0,0.6279005,long_nclose,379.251902,0.03753360154260054,249.0
1712048580000.0,22143,1712048580000.0,0.0,-0.5304702,10103.79968766002,10102.98728566002,4341.0,0.611,4945.0,0.6130642875631951,long_rentry,3031.6029019999996,0.3000458239193478,137.0
1712049240000.0,22154,1712049240000.0,1.9802560113245815,-0.07543512,10105.704508551344,10121.02475054002,-612.0,0.6163,4333.0,0.6130642875631951,long_nclose,2656.4075580113245,0.2628621840034507,11.0
1712049300000.0,22155,1712049300000.0,2.374305998382243,-0.07637222,10108.002442329725,10122.99107832002,-619.0,0.6169,3714.0,0.6130642875631951,long_nclose,2276.9207640097065,0.22525922178991029,1.0
1712049300000.0,22155,1712049300000.0,2.745705998382271,-0.0764465,10110.671701828109,10123.16223182002,-619.0,0.6175,3095.0,0.6130642875631951,long_nclose,1897.4339700080889,0.1876664603465479,0.0
