timestamp,open,high,low,close,volume,openInterest
2024-09-29 17:00:00,65765.00000000,65960.01000000,65764.99000000,65818.01000000,426.49829000,
2024-09-29 18:00:00,65818.01000000,65855.99000000,65750.00000000,65789.45000000,192.04654000,
2024-09-29 19:00:00,65789.44000000,65972.17000000,65786.00000000,65958.82000000,229.03531000,
2024-09-29 20:00:00,65958.81000000,66076.12000000,65800.02000000,65812.00000000,527.67529000,
2024-09-29 21:00:00,65812.01000000,65973.16000000,65800.00000000,65868.60000000,206.23762000,
2024-09-29 22:00:00,65868.60000000,65948.86000000,65578.66000000,65674.42000000,593.42452000,
2024-09-29 23:00:00,65674.42000000,65731.55000000,65528.00000000,65602.01000000,449.67342000,
2024-09-30 00:00:00,65602.01000000,65618.80000000,65094.00000000,65463.85000000,1154.50096000,
2024-09-30 01:00:00,65463.86000000,65544.00000000,64699.98000000,64769.99000000,1424.06087000,
2024-09-30 02:00:00,64769.99000000,64810.00000000,64335.36000000,64376.01000000,1652.43674000,
2024-09-30 03:00:00,64376.01000000,64580.34000000,64190.00000000,64553.68000000,1817.79078000,
2024-09-30 04:00:00,64553.68000000,64553.68000000,64310.00000000,64441.70000000,546.49938000,
2024-09-30 05:00:00,64441.69000000,64532.00000000,64394.00000000,64525.99000000,678.85223000,
2024-09-30 06:00:00,64526.00000000,64750.01000000,64356.00000000,64356.00000000,1282.93321000,
2024-09-30 07:00:00,64356.00000000,64689.36000000,64350.00000000,64562.01000000,700.93445000,
2024-09-30 08:00:00,64562.01000000,64576.01000000,64000.00000000,64311.58000000,1608.80518000,
2024-09-30 09:00:00,64311.58000000,64311.59000000,63541.00000000,63541.01000000,2221.80198000,
2024-09-30 10:00:00,63541.00000000,63665.60000000,63249.68000000,63645.99000000,2401.13005000,
2024-09-30 11:00:00,63645.98000000,63870.00000000,63520.00000000,63819.44000000,1055.44847000,
2024-09-30 12:00:00,63819.45000000,64132.00000000,63760.83000000,64048.00000000,957.73370000,
2024-09-30 13:00:00,64048.01000000,64161.08000000,63799.81000000,63874.54000000,1133.93923000,
2024-09-30 14:00:00,63874.54000000,64010.07000000,63571.28000000,63740.72000000,1521.78188000,
2024-09-30 15:00:00,63740.72000000,63999.50000000,63508.00000000,63561.41000000,1232.08431000,
2024-09-30 16:00:00,63561.42000000,63732.00000000,63462.59000000,63486.98000000,786.10126000,
2024-09-30 17:00:00,63486.98000000,63711.61000000,63372.69000000,63696.00000000,1657.21829000,
2024-09-30 18:00:00,63696.00000000,63738.25000000,63056.00000000,63330.55000000,1516.30048000,
2024-09-30 19:00:00,63330.56000000,63634.72000000,63282.00000000,63488.00000000,1528.28399000,
2024-09-30 20:00:00,63488.00000000,63860.00000000,63456.00000000,63809.99000000,857.72548000,
2024-09-30 21:00:00,63810.00000000,63831.63000000,63640.00000000,63706.93000000,319.89044000,
2024-09-30 22:00:00,63706.93000000,63771.11000000,63480.00000000,63481.98000000,406.67834000,
2024-09-30 23:00:00,63481.99000000,63617.45000000,62856.30000000,63327.59000000,1548.15582000,
2024-10-01 00:00:00,63327.60000000,63606.00000000,63006.70000000,63531.99000000,1336.93335000,
2024-10-01 01:00:00,63532.00000000,63639.86000000,63370.01000000,63458.00000000,1004.08763000,
2024-10-01 02:00:00,63458.00000000,63458.00000000,63180.00000000,63443.76000000,716.11822000,
2024-10-01 03:00:00,63443.76000000,63744.00000000,63430.00000000,63723.48000000,822.21265000,
2024-10-01 04:00:00,63723.47000000,63879.81000000,63652.06000000,63868.94000000,778.75286000,
2024-10-01 05:00:00,63868.93000000,63899.99000000,63674.49000000,63749.99000000,816.29206000,
2024-10-01 06:00:00,63750.00000000,64097.03000000,63750.00000000,64033.98000000,778.17242000,
2024-10-01 07:00:00,64033.99000000,64130.63000000,63920.00000000,64045.92000000,1142.17634000,
2024-10-01 08:00:00,64045.92000000,64096.00000000,63839.00000000,63956.00000000,974.16370000,
2024-10-01 09:00:00,63955.99000000,64118.00000000,63864.46000000,63864.46000000,1152.06750000,
2024-10-01 10:00:00,63864.47000000,63942.00000000,63707.89000000,63910.12000000,603.43982000,
2024-10-01 11:00:00,63910.11000000,63989.58000000,63723.40000000,63734.00000000,500.67520000,
2024-10-01 12:00:00,63734.01000000,63809.97000000,63559.63000000,63668.21000000,535.43878000,
2024-10-01 13:00:00,63668.21000000,63688.00000000,62522.00000000,62866.80000000,3512.99790000,
2024-10-01 14:00:00,62866.80000000,63084.00000000,62448.01000000,62598.00000000,3649.61853000,
2024-10-01 15:00:00,62598.00000000,62821.76000000,61814.01000000,62628.85000000,4931.80431000,
2024-10-01 16:00:00,62628.85000000,62778.73000000,61906.04000000,62448.00000000,3426.50410000,
2024-10-01 17:00:00,62448.00000000,62448.00000000,61092.00000000,62151.99000000,5545.71241000,
2024-10-01 18:00:00,62152.00000000,62440.00000000,61859.57000000,61987.99000000,1708.27737000,
2024-10-01 19:00:00,61987.98000000,62091.29000000,61610.71000000,61755.99000000,1598.40777000,
2024-10-01 20:00:00,61755.99000000,61760.74000000,60164.00000000,60809.02000000,4855.59431000,
2024-10-01 21:00:00,60809.03000000,61214.73000000,60656.77000000,61142.01000000,1253.06187000,
2024-10-01 22:00:00,61142.00000000,61142.01000000,60630.01000000,60767.99000000,1093.23745000,
2024-10-01 23:00:00,60768.00000000,61033.71000000,60652.00000000,60805.78000000,935.73453000,
2024-10-02 00:00:00,60804.92000000,61208.49000000,60733.81000000,61046.26000000,1228.11528000,
2024-10-02 01:00:00,61046.27000000,61536.16000000,61000.00000000,61522.89000000,941.08845000,
2024-10-02 02:00:00,61522.89000000,61822.62000000,61433.49000000,61782.89000000,1174.69646000,
2024-10-02 03:00:00,61782.89000000,61883.00000000,61662.65000000,61750.47000000,944.98223000,
2024-10-02 04:00:00,61750.46000000,61750.47000000,61440.00000000,61495.79000000,704.31237000,
2024-10-02 05:00:00,61495.78000000,61609.30000000,61350.00000000,61489.71000000,661.76897000,
2024-10-02 06:00:00,61489.71000000,61788.40000000,61359.90000000,61700.01000000,760.10641000,
2024-10-02 07:00:00,61700.01000000,61940.00000000,61588.78000000,61727.40000000,698.17476000,
2024-10-02 08:00:00,61727.39000000,61914.34000000,61603.49000000,61806.01000000,535.23837000,
2024-10-02 09:00:00,61806.01000000,61817.76000000,61130.00000000,61271.25000000,1082.07393000,
2024-10-02 10:00:00,61271.24000000,61555.00000000,61151.04000000,61188.28000000,1005.99847000,
2024-10-02 11:00:00,61188.27000000,61380.00000000,60888.88000000,61164.01000000,1204.28505000,
2024-10-02 12:00:00,61164.01000000,61220.00000000,60696.40000000,60798.80000000,1274.80586000,
2024-10-02 13:00:00,60798.80000000,61460.00000000,60524.21000000,61350.00000000,2508.38932000,
2024-10-02 14:00:00,61350.00000000,61672.00000000,61047.16000000,61077.78000000,2267.56057000,
2024-10-02 15:00:00,61077.77000000,61926.90000000,61059.90000000,61874.01000000,1514.52104000,
2024-10-02 16:00:00,61874.01000000,62390.31000000,61779.87000000,61800.00000000,1555.81954000,
2024-10-02 17:00:00,61800.01000000,61835.99000000,61242.00000000,61628.01000000,1115.92104000,
2024-10-02 18:00:00,61628.01000000,61691.00000000,60762.09000000,60762.09000000,1403.72059000,
2024-10-02 19:00:00,60762.10000000,60926.00000000,60000.00000000,60190.01000000,3854.05654000,
2024-10-02 20:00:00,60190.01000000,60999.24000000,60128.00000000,60924.00000000,3301.59077000,
2024-10-02 21:00:00,60923.99000000,60952.00000000,60656.00000000,60831.99000000,607.84007000,
2024-10-02 22:00:00,60832.00000000,60851.75000000,60438.00000000,60851.74000000,678.65953000,
2024-10-02 23:00:00,60851.74000000,60869.56000000,60622.00000000,60649.28000000,510.97556000,
2024-10-03 00:00:00,60649.27000000,61105.00000000,60536.00000000,60988.01000000,1646.41886000,
2024-10-03 01:00:00,60988.01000000,61183.76000000,60919.90000000,61024.00000000,834.87326000,
2024-10-03 02:00:00,61024.00000000,61274.00000000,60987.00000000,61185.17000000,502.78816000,
2024-10-03 03:00:00,61185.18000000,61464.00000000,61092.00000000,61463.99000000,673.23178000,
2024-10-03 04:00:00,61464.00000000,61477.19000000,61276.31000000,61326.00000000,571.45959000,
2024-10-03 05:00:00,61326.00000000,61360.00000000,61100.00000000,61176.01000000,702.22305000,
2024-10-03 06:00:00,61176.00000000,61418.42000000,61106.01000000,61334.01000000,618.19443000,
2024-10-03 07:00:00,61334.00000000,61424.25000000,60814.12000000,60926.00000000,1459.32009000,
2024-10-03 08:00:00,60926.00000000,60978.00000000,60138.00000000,60354.00000000,1805.58584000,
2024-10-03 09:00:00,60354.00000000,60765.33000000,60126.56000000,60720.48000000,984.32204000,
2024-10-03 10:00:00,60720.48000000,61036.00000000,60648.00000000,61025.98000000,738.07634000,
2024-10-03 11:00:00,61025.98000000,61070.47000000,60594.00000000,60764.74000000,879.13477000,
2024-10-03 12:00:00,60764.73000000,60770.00000000,60372.12000000,60469.95000000,1231.76196000,
2024-10-03 13:00:00,60469.95000000,60583.99000000,59828.11000000,60382.05000000,2876.59550000,
2024-10-03 14:00:00,60382.06000000,60900.00000000,60100.00000000,60172.01000000,2862.27532000,
2024-10-03 15:00:00,60172.01000000,60690.00000000,60044.00000000,60641.50000000,1601.39415000,
2024-10-03 16:00:00,60641.50000000,60781.53000000,60084.00000000,60168.00000000,1306.79294000,
2024-10-03 17:00:00,60167.99000000,60723.68000000,59917.02000000,60632.00000000,1556.13418000,
2024-10-03 18:00:00,60632.00000000,60858.31000000,60531.85000000,60722.31000000,684.53507000,
2024-10-03 19:00:00,60722.31000000,61058.00000000,60544.33000000,61036.00000000,861.39195000,
2024-10-03 20:00:00,61036.00000000,61100.00000000,60886.51000000,60915.99000000,191.44705000,
